2019401146,殳娣薇,95,78,73,64
2019401147,隗佳欢,89,87,89,92
2019401148,帅霭爱,98,76,92,79
2019401149,计艺,66,76,98,51
2019401150,古航才,71,57,53,64
2019401151,郭颖,95,84,66,94
2019401152,端欢,53,66,60,53
2019401153,仲锦,70,100,81,73
2019401154,权福岩,52,98,99,54
2019401155,唐伦,76,52,57,98
2019401156,壤浩以,53,81,63,96
2019401157,喻蓓黛,56,93,54,64
2019401158,五启子,77,50,58,94
2019401159,应茂朗,81,94,99,86
2019401160,叔珠,82,70,83,52
2019401161,干琴岚,63,60,75,97
2019401162,黎朋,69,88,89,99
2019401163,苍巧韵,75,74,98,50
2019401164,贾思卿,82,55,96,70
2019401165,时邦朗,96,97,77,99
2019401166,汪光广,72,84,65,84
2019401167,颜茗,81,58,94,100
2019401168,贾滢,85,57,65,83
2019401169,父蓓苑,89,93,88,53
2019401170,靳承,61,52,74,63
2019401171,哈伟发,100,95,100,75
2019401172,暴婵,77,87,56,55
2019401173,甫竹,61,85,81,86
2019401174,阮梦茗,73,78,54,77
2019401175,赵雪,82,68,84,51
2019401176,羊茂,91,99,56,66
2019401177,岳义河,78,93,74,93
2019401178,宗 芸,93,96,60,62
2019401179,宰以,75,70,93,85
2019401180,凤纯彩,53,75,52,87
2019401181,鱼霭,78,64,77,66
2019401182,政全清,96,53,61,88
2019401183,弓榕永,56,51,73,94
2019401184,五妹,98,90,88,81
2019401185,离艺美,68,87,61,80
2019401186,禹风维,53,85,68,70
2019401187,百克彪,60,62,74,50
2019401188,司国,58,91,73,67
2019401189,岑腾,100,67,55,94
2019401190,颜国国,56,79,91,62
2019401191,莘菁宁,58,87,85,65
2019401192,巢宁,79,99,70,96
2019401193,蓝雅,60,64,73,76
2019401194,都亮炎,81,61,56,63
2019401195,余云,50,50,94,57
2019401196,寿康,96,70,53,65
2019401197,茅婵悦,77,67,62,63
2019401198,罗翔树,67,96,86,97
2019401199,段云怡,62,80,75,99
2019401200,谷先信,79,74,82,86
2019401201,黄朗,82,53,58,78
2019401202,古钧思,58,89,54,50
2019401203,徐贞璧,62,66,82,96
2019401204,满瑞,81,89,89,91
2019401205,郦福俊,86,55,75,52
2019401206,郁乐,96,61,86,77
2019401207,厍婕,94,64,72,78
2019401208,季红,79,64,92,56
2019401209,虞娴贞,70,83,56,62
2019401210,劳雪媛,71,79,89,85
2019401211,林林榕,57,82,76,73
2019401212,良洁,63,64,94,95
2019401213,端承和,86,91,67,58
2019401214,南国,76,90,98,60
2019401215,贝进磊,78,68,80,53
2019401216,庄 ,80,92,55,75
2019401217,任振裕,72,79,54,67
2019401218,艾翔,90,100,85,65
2019401219,公影娜,89,83,68,77
2019401220,屠欣莉,94,99,62,91
2019401221,葛心,71,78,54,71
2019401222,怀冠和,69,72,84,67
2019401223,乔芸枫,71,94,79,60
2019401224,苍震弘,57,70,59,97
2019401225,隗苑君,82,62,67,50
2019401226,姜才,61,69,70,81
2019401227,蒯强,74,81,53,50
2019401228,胥爱羽,97,70,59,58
2019401229,容咏岚,81,82,71,50
2019401230,申宏诚,70,50,81,56
2019401231,竺云,78,53,59,79
2019401232,吴英,91,75,51,98
2019401233,霍飘爽,69,98,76,83
2019401234,乔力,88,79,95,74
2019401235,吕心志,99,64,84,91
2019401236,屈娜,61,73,99,78
2019401237,周姣贞,90,66,87,97
2019401238,有志,91,98,63,87
2019401239,殷璧,74,78,52,55
2019401240,桓怡,93,84,56,66
2019401241,鄢德奇,54,77,88,100
2019401242,南康成,89,69,55,98
2019401243,莘安山,64,53,91,91
2019401244,钟仁朋,72,66,92,97
2019401245,延致杰,76,77,76,54
2019401246,庚娟,52,59,84,80
2019401247,戈姣,80,97,74,56
2019401248,双梦,74,61,83,98
2019401249,诸伯康,64,93,70,94
2019401250,江颖环,99,64,89,56
2019401251,栾绍,59,57,100,60
2019401252,百莉,97,77,66,79
2019401253,公桂,63,60,56,88
2019401254,俞芸毓,54,58,65,96
2019401255,贲秀,89,87,59,98
2019401256,姜进功,59,67,52,93
2019401257,艾琛言,78,73,88,91
2019401258,邢丹,57,98,75,60
2019401259,侯洁竹,72,75,89,63
2019401260,芮保绍,87,56,70,64
2019401261,哈贵鸣,90,78,75,95
2019401262,井江,76,70,74,62
2019401263,连进哲,98,50,79,64
2019401264,蓬永光,50,82,69,57
2019401265,翁莉,87,92,62,98
2019401266,逄超,68,85,63,68
2019401267,蔚全学,73,88,55,57
2019401268,加山,78,65,99,59
2019401269,宰子,67,81,67,99
2019401270,谈园,82,61,75,67
2019401271,封广鸣,73,79,61,88
2019401272,沙茗馥,54,56,66,99
2019401273,牛兰融,52,68,82,84
2019401274,苗飞致,59,52,83,87
2019401275,羊菊,98,51,78,82
2019401276,司祥冠,87,54,63,95
2019401277,里榕,61,60,78,72
2019401278,巴琛,89,89,58,55
2019401279,宰全志,92,100,54,54
2019401280,尚菁,69,71,94,96
2019401281,方楠,86,62,75,90
2019401282,台馨娥,75,71,89,85
2019401283,禄青燕,99,73,89,50
2019401284,年先,89,83,76,60
2019401285,韶胜,86,84,99,66
2019401286,空坚,78,98,70,82
2019401287,席和,99,53,63,57
2019401288,子姣瑶,81,76,67,78
2019401289,羊伯,65,96,84,93
2019401290,成炎,58,97,98,73
2019401291,令真,91,78,73,79
2019401292,卓旭,90,87,95,90
2019401293,咎博,89,69,89,71
2019401294,武弘鸣,52,98,71,96
2019401295,仲盛,72,69,77,72
2019401296,禄友山,91,81,75,95
2019401297,殳琼思,91,88,98,100
2019401298,哈真,54,83,82,63
2019401299,阮嘉瑞,72,51,66,85
2019401300,苗珊,67,72,99,58
2019401301,阴园馨,66,97,92,95
2019401302,官萍薇,56,67,68,79
2019401303,庞亨翰,97,87,66,98
2019401304,魏叶兰,70,88,93,98
2019401305,祖青君,66,55,65,100
2019401306,佴群,56,64,88,54
2019401307,邢泽哲,94,92,85,97
2019401308,时婷滢,62,72,88,86
2019401309,孙辉杰,87,69,76,66
2019401310,支婕,95,95,52,51
2019401311,壤斌才,57,50,54,79
2019401312,柏瑗宜,65,60,69,54
2019401313,苗芬,68,50,56,75
2019401314,那泰,72,84,86,90
2019401315,邬峰,63,56,93,99
2019401316,哈武致,65,72,95,97
2019401317,刁茂,55,61,71,50
2019401318,师彩慧,65,89,69,62
2019401319,燕 璐,51,55,66,60
2019401320,官冰,100,71,92,65
2019401321,钮雪,100,68,50,71
2019401322,督亮,66,55,84,80
2019401323,生士绍,56,84,52,96
2019401324,熊澜,92,94,54,63
2019401325,滑莲,72,55,79,61
2019401326,臧梅,76,100,67,82
2019401327,蒙爽欢,50,57,71,96
2019401328,沃有宏,70,92,53,57
2019401329,班风辉,57,89,72,55
2019401330,宫婕,63,58,72,69
2019401331,魏燕,92,70,57,80
2019401332,公会奇,53,62,72,74
2019401333,司丹,64,63,57,59
2019401334,翁哲,85,83,69,92
2019401335,时俊生,89,79,77,75
2019401336,荀娥,74,65,98,73
2019401337,项卿,93,97,68,85
2019401338,包洁,72,88,80,99
2019401339,万才,71,61,89,92
2019401340,后成,60,83,51,57
2019401341,岳颖琳,51,54,65,62
2019401342,孟山先,85,84,76,53
2019401343,桂仁琛,61,64,75,55
2019401344,孟顺彪,96,68,72,70
2019401345,山新,89,77,84,50
2019401346,瞿君琬,79,89,87,78
2019401347,莘珠丽,56,67,96,50
2019401348,吕广,71,75,59,68
2019401349,乐心士,88,83,92,84
2019401350,哈希琬,55,83,59,96
2019401351,佘先轮,58,80,93,81
2019401352,满成彬,89,63,54,100
2019401353,钟可,76,86,75,57
2019401354,却谦,67,82,61,62
2019401355,钟英,56,63,81,52
2019401356,荀艺露,91,60,75,67
2019401357,杜卿,52,62,89,61
2019401358,厉馥,71,97,72,57
2019401359,殷柔美,93,58,54,62
2019401360,席航山,65,83,64,64
2019401361,闻宁,74,70,69,87
2019401362,李秋怡,95,75,73,56
2019401363,钭婷婷,51,50,60,91
2019401364,归琼,87,78,62,91
2019401365,百娴瑾,97,67,64,61
2019401366,金婷,55,79,54,66
2019401367,车芝雪,84,86,70,82
2019401368,童有世,75,89,63,87
2019401369,容影翠,86,88,57,95
2019401370,洪芳萍,98,85,80,86
2019401371,唐萍,82,89,88,100
2019401372,夔莺珍,68,89,78,63
2019401373,石琛,67,77,70,62
2019401374,牧凝,78,56,64,94
2019401375,卫保风,53,86,81,65
2019401376,诸露宜,55,85,79,51
2019401377,顾超林,57,72,72,70
2019401378,支怡,82,53,90,89
2019401379,包伦平,87,81,99,79
2019401380,赵怡伊,67,60,88,82
2019401381,年颖,56,77,83,59
2019401382,空峰,95,55,69,89
2019401383,丘珠晓,87,53,72,94
2019401384,加翠华,51,85,85,61
2019401385,霍菲红,60,73,96,93
2019401386,第泽翔,61,84,96,90
2019401387,武进亮,88,79,71,51
2019401388,祁善,72,86,86,69
2019401389,庄思承,99,86,66,63
2019401390,晁进策,92,99,61,61
2019401391,司政和,90,59,98,96
2019401392,松震家,61,93,78,54
2019401393,谷毓颖,98,72,84,73
2019401394,戎婵,75,71,67,73
2019401395,厉思,61,78,88,68
2019401396,应琦,76,75,62,83
2019401397,谯树伯,60,71,61,64
2019401398,阎腾,83,76,94,95
2019401399,西鸣毅,54,63,90,62
2019401400,贡咏颖,63,67,97,67
2019401401,雍芝,56,66,77,54
2019401402,黄蓓,95,79,99,96
2019401403,福锦娥,84,67,65,78
2019401404,厍宁,71,71,56,60
2019401405,梁民,76,91,85,77
2019401406,宣毓静,66,98,52,69
2019401407,公胜,85,59,53,93
2019401408,白妹,94,95,86,99
2019401409,羊利永,76,64,70,80
2019401410,蔡炎建,67,74,67,65
2019401411,羊伯昌,70,86,95,99
2019401412,孙发,76,72,56,87
2019401413,强浩,57,96,60,69
2019401414,马露馥,88,82,78,100
2019401415,左思,86,52,68,70
2019401416,党燕,100,55,92,79
2019401417,门磊,67,73,72,93
2019401418,古珊可,81,80,61,57
2019401419,路霞,51,59,92,59
2019401420,慕枫月,100,81,83,60
2019401421,申士,83,83,69,93
2019401422,卜丽,57,67,54,91
2019401423,从晨,59,91,66,52
2019401424,简莎,91,70,60,90
2019401425,禄林义,54,92,74,99
2019401426,贺朗士,80,71,54,78
2019401427,蓝琴聪,61,60,91,62
2019401428,邹仪婕,72,96,84,90
2019401429,弘奇,84,78,64,50
2019401430,端琛,94,61,93,94
2019401431,国学谦,61,91,59,83
2019401432,柴以振,86,77,77,79
2019401433,公子翰,52,87,74,98
2019401434,乔嘉,72,76,71,58
2019401435,缪信刚,91,57,98,84
2019401436,鲜慧,65,93,58,66
2019401437,闻婕,93,92,56,56
2019401438,澹娥霄,70,93,52,74
2019401439,郁怡怡,78,64,60,97
2019401440,督希霞,73,83,71,85
2019401441,宿富辰,95,82,86,82
2019401442,伏琰晓,70,65,91,53
2019401443,燕超以,95,96,56,85
2019401444,粱政和,95,65,62,74
2019401445,荀宁翠,87,59,84,74
2019401446,皮斌,66,73,82,50
2019401447,游民先,76,90,62,74
2019401448,葛盛新,65,61,100,96
2019401449,贺露莎,87,68,95,74
2019401450,逄敬哲,82,92,96,87
2019401451,宣融嘉,91,86,83,74
2019401452,皇固致,68,77,73,54
2019401453,谷以东,51,73,70,68
2019401454,宰福平,99,52,62,80
2019401455,谷德,92,50,69,95
2019401456,有钧壮,86,52,87,91
2019401457,靳柔玉,89,73,65,56
2019401458,墨柔,64,84,59,50
2019401459,诸欣馥,89,94,91,97
2019401460,宫悦锦,86,69,100,68
2019401461,佘秋,90,95,78,77
2019401462,花杰壮,76,92,91,78
2019401463,寇璧叶,93,85,70,65
2019401464,咎兰菲,88,74,94,55
2019401465,狐保东,76,55,88,90
2019401466,蒋滢,56,82,74,64
2019401467,金妍倩,88,81,74,86
2019401468,钱康,98,90,87,87
2019401469,离锦芬,55,98,90,54
2019401470,周浩,71,69,69,70
2019401471,蓟翔,63,70,86,79
2019401472,席达,73,68,53,94
2019401473,皮之,77,63,72,75
2019401474,谷国,82,85,59,87
2019401475,路清,99,51,65,60
2019401476,驷壮,56,64,81,79
2019401477,苗苑琳,89,89,59,92
2019401478,宰纯茗,69,100,73,70
2019401479,商伯中,69,56,73,96
2019401480,曹梁,89,90,93,82
2019401481,宋咏,88,77,79,70
2019401482,江爽,54,64,50,52
2019401483,红昌,59,83,61,62
2019401484,都婕梦,72,67,66,94
2019401485,吕君,91,76,88,73
2019401486,牛爽宜,61,55,91,57
2019401487,红珍香,91,50,67,77
2019401488,虞策,97,92,95,95
2019401489,乐和时,93,91,57,95
2019401490,虞先,100,84,74,97
2019401491,梁冠栋,76,59,80,90
2019401492,戎辰,64,71,69,68
2019401493,聂若发,89,54,57,69
2019401494,元辉奇,50,69,88,93
2019401495,言绍,56,61,63,53
2019401496,聂玲玉,100,87,68,85
2019401497,江芝,61,77,60,76
2019401498,符固,75,100,76,78
2019401499,仉致,63,90,79,89
2019401500,笪叶,70,91,87,51
2019401501,明璧丹,58,66,82,70
2019401502,白奇,71,100,58,98
2019401503,商慧素,52,67,98,96
2019401504,邬荷霞,71,55,78,68
2019401505,丘露,82,82,87,92
2019401506,时燕,80,77,84,97
2019401507,瞿羽,66,68,80,73
2019401508,桂霞,91,73,69,71
2019401509,查宜,80,77,80,73
2019401510,司荷,85,87,66,99
2019401511,艾秀,62,84,74,84
2019401512,阳娟艳,77,62,54,66
2019401513,宰露雁,99,60,62,66
2019401514,干新,87,61,88,64
2019401515,海锦眉,63,83,77,59
2019401516,姚有东,79,65,92,72
2019401517,年英,60,79,100,52
2019401518,终姬,54,96,80,77
2019401519,鱼宜宁,87,71,97,86
2019401520,年锦莉,57,66,100,74
2019401521,晋胜,72,54,64,85
2019401522,拔倩娜,90,92,78,65
2019401523,逄利,59,50,94,65
2019401524,夔翔彬,51,86,67,69
2019401525,项飘,95,62,83,78
2019401526,石莺,94,51,84,50
2019401527,梁飘淑,87,63,76,79
2019401528,黎彪,67,95,65,78
2019401529,第凡梅,68,98,57,80
2019401530,屠纨蓓,95,76,77,71
2019401531,舌榕钧,50,50,71,89
2019401532,后轮,68,55,57,67
2019401533,严波弘,81,55,82,68
2019401534,商叶琼,77,52,58,53
2019401535,易才若,56,67,79,74
2019401536,竺芝婉,85,63,60,95
2019401537,钟茂思,83,69,96,91
2019401538,连腾会,52,86,82,85
2019401539,梁榕松,58,95,85,75
2019401540,谢祥力,86,76,96,62
2019401541,葛婉慧,93,52,95,88
2019401542,羊力,84,88,91,64
2019401543,上馥雁,63,86,62,53
2019401544,慎莺,89,55,60,55
2019401545,任行有,82,80,62,79
2019401546,师宜蓓,75,63,78,86
2019401547,子婕珊,71,95,56,76
2019401548,甄刚,99,88,53,72
2019401549,璩平,63,62,60,99
2019401550,江启,90,69,67,51
2019401551,蔺友敬,57,50,98,70
2019401552,赏福,93,57,62,76
2019401553,禹苑颖,51,62,62,69
2019401554,颜博全,97,83,80,80
2019401555,阳伯广,80,62,98,61
2019401556,宫菲瑞,94,61,69,57
2019401557,裴雁欣,70,59,60,58
2019401558,琴昌,66,88,67,79
2019401559,羿爱惠,65,50,100,81
2019401560,殴凝宁,66,58,97,75
2019401561,禹成,78,75,59,72
2019401562,应爽,75,78,59,51
2019401563,续琛榕,60,63,55,53
2019401564,续柔岚,79,81,92,74
2019401565,沈竹丹,76,89,79,65
2019401566,邵信平,51,85,100,60
2019401567,鲜达亨,87,72,66,52
2019401568,庚聪瑾,69,89,74,70
2019401569,连先翰,72,72,79,89
2019401570,轩菲莎,100,84,81,84
2019401571,鄂婷巧,98,94,91,78
2019401572,沙佳琦,77,97,95,69
2019401573,路惠,91,92,87,63
2019401574,空倩,51,98,97,56
2019401575,慕雄,88,95,98,67
2019401576,郏亮,71,62,93,51
2019401577,农海先,87,74,99,53
2019401578,延 ,66,68,66,88
2019401579,富苑雅,98,81,67,54
2019401580,白武,69,74,85,56
2019401581,齐政,95,69,58,80
2019401582,阴永,59,86,86,60
2019401583,葛健,64,68,89,92
2019401584,孟心,82,100,62,77
2019401585,汝芳,93,68,63,82
2019401586,江馨婷,53,76,68,83
2019401587,印有,97,90,61,60
2019401588,傅敬祥,66,83,67,54
2019401589,况妹咏,86,62,93,91
2019401590,粱保,58,59,61,99
2019401591,扶瑶莲,95,53,81,74
2019401592,益楠,94,85,60,71
2019401593,爱媛,50,85,83,84
2019401594,涂雅,61,76,81,91
2019401595,廖晶霄,64,81,84,84
2019401596,李绍,94,59,70,93
2019401597,宇建,77,56,87,73
2019401598,卞发,84,88,52,99
2019401599,傅建,94,90,86,73
2019401600,齐峰宏,81,81,69,83
2019401601,台毓露,91,54,59,70
2019401602,第宁,57,77,89,71
2019401603,堵秋玉,81,64,56,55
2019401604,龙德,52,85,88,59
2019401605,乐桂香,91,63,76,50
2019401606,政厚,68,89,69,80
2019401607,邬俊磊,87,100,58,62
2019401608,帅瑗,77,63,96,63
2019401609,仲兴冠,83,96,77,50
2019401610,侯芸珍,66,62,51,96
2019401611,雍娜凤,83,72,60,81
2019401612,左巧,98,74,79,86
2019401613,杭亚卿,80,62,65,50
2019401614,冀林建,89,86,80,77
2019401615,熊枫,54,59,60,60
2019401616,沙芳,94,69,94,84
2019401617,万震,77,71,65,85
2019401618,谯安乐,58,98,50,98
2019401619,叶雪凡,68,57,91,67
2019401620,沃聪爱,73,90,93,54
2019401621,养珠,50,59,84,97
2019401622,鱼荣,90,89,90,77
2019401623,皮娥,63,78,75,96
2019401624,文功博,50,81,89,100
2019401625,寇丹毓,100,60,99,63
2019401626,乐贵,55,99,86,68
2019401627,年翠,51,62,75,55
2019401628,纪媛,64,100,62,77
2019401629,袁世翰,83,88,86,73
2019401630,郁眉,98,58,58,99
2019401631,亓时,96,99,78,87
2019401632,禹梁,93,91,55,96
2019401633,百东斌,87,56,96,50
2019401634,涂艺,52,70,62,51
2019401635,尉君,78,50,74,70
2019401636,墨晶,63,89,89,84
2019401637,谈保才,78,73,57,64
2019401638,车宁,80,100,89,63
2019401639,宰 荷,73,54,97,77
2019401640,秋芸淑,53,62,62,72
2019401641,时毅,68,85,78,51
2019401642,百天,75,87,61,79
2019401643,巩晶菁,80,76,51,51
2019401644,余瑾玲,52,84,75,62
2019401645,戚毓,62,97,58,77
2019401646,蒯瑾,60,85,57,80
2019401647,迟玉露,58,66,77,74
2019401648,涂佳菲,75,92,57,73
2019401649,干冠,88,90,53,66
2019401650,冷岚眉,86,86,57,72
2019401651,寿芬,76,85,63,99
2019401652,亓蕊,92,94,90,53
2019401653,虞超,66,93,72,71
2019401654,公坚翰,61,58,58,78
2019401655,相震敬,83,67,65,71
2019401656,师娥芝,60,51,89,50
2019401657,邵文清,59,89,73,100
2019401658,却榕,81,87,84,79
2019401659,邵香,73,64,82,96
2019401660,富福亮,90,51,73,91
2019401661,项姬,99,76,91,100
2019401662,轩敬,89,55,99,60
2019401663,乌育艳,85,72,56,58
2019401664,朱薇,98,58,74,99
2019401665,羊琼,95,62,85,88
2019401666,石婷嘉,93,62,92,77
2019401667,冀亚莲,56,53,94,97
2019401668,柯兰莺,67,100,78,68
2019401669,柯力,54,95,94,91
2019401670,阙仁,88,59,56,64
2019401671,良晶,84,66,55,94
2019401672,凤蕊希,80,85,53,59
2019401673,娄黛,76,64,84,79
2019401674,哈琦岚,99,51,74,66
2019401675,尹保,52,74,83,80
2019401676,微琼,85,83,54,88
2019401677,华思昭,53,68,65,55
2019401678,毛克发,63,78,96,86
2019401679,乔志,100,80,56,75
2019401680,葛坚彪,59,89,59,88
2019401681,翁凡媛,79,50,75,75
2019401682,郑俊,69,68,51,51
2019401683,文丽,74,70,51,91
2019401684,史黛,56,95,99,50
2019401685,赖真,96,51,57,52
2019401686,有芝娴,69,55,89,99
2019401687,钦晨林,64,68,93,92
2019401688,边元,55,89,85,57
2019401689,谷珠,81,77,83,70
2019401690,祖琦爽,81,100,55,61
2019401691,慕胜邦,75,80,60,59
2019401692,归莉,92,76,84,69
2019401693,宇珊菊,70,51,83,89
2019401694,乐真婉,64,61,86,92
2019401695,庞芝,69,61,62,71
2019401696,蔡蓓瑶,78,55,67,75
2019401697,孙馨瑗,71,86,76,56
2019401698,富厚,76,69,68,73
2019401699,强民,92,93,50,78
2019401700,席羽,60,82,89,91
2019401701,后馨,64,87,51,79
2019401702,麻融琬,65,95,97,63
2019401703,骆邦,57,87,68,88
2019401704,班俊,50,76,64,56
2019401705,史新清,80,50,60,82
2019401706,冀瑶香,87,73,87,64
2019401707,里辰俊,86,66,89,81
2019401708,姜澜瑞,67,67,88,69
2019401709,宦友义,55,76,58,62
2019401710,乐宁莎,91,65,89,52
2019401711,谈羽瑞,76,96,68,79
2019401712,郁林,83,58,58,66
2019401713,门妹珍,88,59,59,100
2019401714,郭月荷,76,93,50,63
2019401715,於才,69,70,71,72
2019401716,薛可,72,98,96,85
2019401717,汤有奇,71,72,84,71
2019401718,封欣玲,73,84,60,63
2019401719,毕羽,53,91,78,85
2019401720,年春,52,93,50,75
2019401721,阴璐荣,90,50,74,53
2019401722,左馥兰,68,90,70,52
2019401723,亢彩,77,66,71,96
2019401724,卓昭,59,64,66,82
2019401725,粱韵雪,51,89,59,50
2019401726,董梅,63,93,64,68
2019401727,倪乐思,53,64,59,62
2019401728,郭珊,69,80,91,79
2019401729,栾贞梅,100,68,77,89
2019401730,隗燕,83,67,91,84
2019401731,柏姣美,59,69,93,68
2019401732,阳娟香,70,93,79,83
2019401733,高岩,76,70,65,73
2019401734,白福利,72,80,81,63
2019401735,晋爱,67,62,68,90
2019401736,宇姬,76,50,67,55
2019401737,任兰妍,76,98,60,91
2019401738,诸梦璐,79,63,72,98
2019401739,羊冰可,51,100,57,76
2019401740,郗育,93,63,67,93
2019401741,桓瑞枝,75,57,77,56
2019401742,爱富利,100,60,99,84
2019401743,正健功,62,67,57,51
2019401744,郭岚,63,72,87,53
2019401745,施昭,91,79,83,50
2019401746,贾春妍,68,56,57,91
2019401747,宗兴,98,71,54,87
2019401748,朱成伯,74,75,80,70
2019401749,白宁娜,87,57,51,53
2019401750,隆之坚,85,70,70,95
2019401751,庄彪,62,74,87,59
2019401752,叶叶,72,51,55,81
2019401753,郁茗姣,55,90,99,92
2019401754,袁琰,57,67,69,77
2019401755,毋伊美,96,90,57,95
2019401756,蔺以,88,59,85,99
2019401757,岳亮承,53,91,51,86
2019401758,拔茂康,77,70,64,59
2019401759,门梁维,86,61,89,79
2019401760,萧霭,80,72,97,91
2019401761,危岩,63,92,77,50
2019401762,太叶,97,89,50,74
2019401763,堵佳贞,63,61,98,85
2019401764,晏红,68,79,59,62
